package,relative_path,sha256,size_bytes,modified_utc
GestaltView_#3_of_#3_12_29_25,code/v6.23_gestaltview.ipynb.txt,ed4bf473db4bd34fd2714dc3654885aa50fa9b5359e0dc1bfaa51e9a50fcf186,3219794,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/I have a lot here and I'm sorry. But if you could (1).pdf,adb6278c698ae371b0a934f3a78cd959aec5f44cf8f96e44b4b00c0612a54b12,6366773,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/GestaltView Knowledge Partner Analysis.pdf,2264bcef8df712d6cd035b7d174cdda46b3c1edfb4b50bcfb60d1c0a22446be3,208150,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/GestaltView Project Analysis Request.pdf,06c3e78a47e1f0db22bc7055d9a5ad36c9068dfe54048baec003b6b01d9be406,221564,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/GestaltView- Alzheimer’s & Legacy Edition — Enhanced Prototype (2025) Prototype v7-June 8th 2025-©️ Keith Soyka 2025(1) (1).pdf,b29570bfd442ef9218901caee5a1a05086ea4707e142f03ec359db908dc14d6b,199182,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/I've achieved symbiosis I'm pretty sure. Multiple.pdf,14a14eb534c4de4122a8152aa34e81fec1935b2b07494967c4a29adc8b4fed3e,353428,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/God Mode.pdf,f9011dd8a0b1789ecca3fb8ccaae6ff324399d9eb382a50b60fa86122a5cf5df,5804618,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/I have a lot here and I'm sorry. But if you could.pdf,6516709478d35b1fc92a6faec89b2cc0dfdaacd4ddef3051306da43fbbbb550e,3963116,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/Rapid Prototype Engine.pdf,008647d7e4bb186c9eefb71ef6992aa5963f4b7cc7b494fb59d40d19b6cac379,4125711,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/Analyzing Creator's Profile and Academic Labels.pdf,0b9a79dc882f52c408d0b7cd4b1dea8311fac2ccc82cd49f7a587b8323c6eb3a,197025,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/hello there 👋.pdf,669ec228b61593a8869c3490f0f7ca849a1e278d2bee1a8161c06b654561af9e,5395724,2025-12-29T04:28:10+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/Seven Month Emergence Of GestaltView .pdf,78b51287bc1ae48c96fb35ea17becba121b30e3c4037d9e907b8382841228fb1,103550,2025-12-29T04:28:12+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/GestaltView Framework Deep Dive.pdf,fa430eccda8c0faa11dd7b10ce7aac30071ec4b90ed402a4dd5baefe41b4b594,279007,2025-12-29T04:28:12+00:00
GestaltView_#3_of_#3_12_29_25,PDFs/I realized that imposter syndrome early on serves.pdf,444d47ffd2a95e2d909e98689be81daa2af9b8a693a3a7297ab3f848d71a010a,1505295,2025-12-29T04:28:12+00:00
Keith_Soyka_Code_&_Context,Context_Files.txt,5537aa269eda328b70e27366c9163c0306ba036fb7c4fa86f54a8871a67835f5,1348374,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,custom_ai_collaborator.py.txt,b955db8113843035ce913199122d354315c58a6de2f4c4e0ad8f78d0dec3b96a,12602,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,LoadingSpinner.tsx,6d8270f5695306ae6be22e7ad6c82ed51d8b5768fa8a5443074a0b30e7b48ba5,2636,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Prisma_Schema.txt,6bab2b82133f891cf7a1cfaf9d13c9c873376dbc6048f08227e1e7b25a7bb485,97985,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,billy.py,e2af0309ea7979f8a106efff029cf2e3389b424d2ec1e12e85c9e1242b185f09,35023,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView_Comprehensive_Schema.yaml.txt,848961a3bb730085f1ad16e72b1be65e1b722685090d790aca46810b6a3be566,49921,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView-AI🧠🌎✨️.md,dec2dc15b8c5e13cd978ee3d7ad7f3b9801037d2c579719898519491e2ff2ae4,793327,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ContactLinks.tsx,d1bf0410e299406dc562914a3a945011a040da4751cac9263f1f6a0d96646928,5593,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,test_routes.py,fb0acaf5edc3cd740707961bb280bc120ab8fbaf3c1b5aab3743bb512ec93b68,478,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖.md,4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,1689118,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,plk_system.txt,390088dccb7b76e7929b3185766753488c9a384332ef3b7cf4dabfa839cd5332,28536,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,EthicsFramework.tsx,b8fc69031349d2e33a29b9cd66f110be3fc1215c763a22fe884149444410bf3c,33442,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Knowledge Loom (1).pdf,4a97e5b97a6abc633f0ed56c4d4b52ae6001bd505bce52c25b856f580c6865b2,106945,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,openai_adapter.py,98fb78df94f77c359e76b159962e93ae0bbd5565a6af27f727899f68fa0c1f07,1951,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,context_sources.py,7e725df534d6f9414bbf23c5f9184d904cfea735a611a9ccaa83f6b8cdc294bb,509,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,musical_dna.py,2edecc919272d56ac4254bc202f4b89fece1cca72a5b6628a35f0349d01bab71,843,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Resume Rockstar_ Architecture and Documentation Analysis for a Neurodivergent-Serving AI Resume Platform_.md,f6abec130602b87578157b0370c10d4c1c9bee2138510e17b06a11139fb6c640,72835,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,conftest.py,5d6fcb6f669783081e263f7aacd1db53dee0ab3e98d83eec25dbfeef1a492968,2473,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ingest_transcripts.py,d4af276d65ad84d5a519ea3eb26255ab8be23f885670fb687b3e2daf963e795e,1795,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖 (1).txt,4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,1689118,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,use-toast.ts,3b5f8c9c5257f1cf36a94eeffed2588037e9cc7931d90b752604c2baed30cf81,3945,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,main.py,be3e42b1640c9e236c13ea3026c5f0e7e5ff8b70d6b36ff94819caf67997dd1c,570,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ai_core.py,70cbd4226c1333c13f8023d9bf29d25946c934ab1cd5280921a593f7d5819d07,2589,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Alzheimers_Addiction.txt,2ea19a57b117bee6701a91ded05f6d9b50cad476b163235d29ea0e307bab7684,1349002,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AuroraThemeProvider.tsx,ffb766372daeb1b896ea98d212720b870d25a36b97aab1d6c7a75562741159a6,1676,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Holographic Design Avatars_ Cutting-Edge Possibili (1).pdf,1c2f8d8cb87ee7e2966e7d1fb5854a238f3a56fac08f83303e6454063010991a,7505004,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,profile.py,c4e78c908cd2f3337577308fa9eb271234f0073fe19aeabb760d758f5e748d7a,1064,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,alzheimers_legacy_routes.py,69e8f075c255c4ff7065e9f2450dce0b7d23f161ab6447d97f440da7e89cf3d3,2139,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,llmrouter_enhanced.py,bd560560998c9a1573ae5e9fcc154eec3c91f67c5121fd1d3d3fa95bd65afdc2,15490,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,route.ts,96372261b058bfc8095efa288a459f44a4c7eada29972c46dcc297127ac86ff1,4231,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ResumeRockstarDemo.tsx,07f2e9e4d01bb7ab553ecbbb814c727817fee91a0c3faf73059d6402d7e4df4e,20849,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AuroraBackground.tsx,b588d6b8b9f976602098ae9565adeae66270c9b21a51da283ee4b0dab6479d70,768,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibit.py,05e04dc49aab14d3961ae87e180166deeefc3f5647b6881b97e21440bb8d095a,1512,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AccessibilityEnhancements.tsx,9ed5045074712775d70f658af6a069e09ed184116f14e6ee245a256d67ac8efe,2610,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,creation_corner.py,0c409ea7ef6a35fcd6c35d819d93342d371d4014a863e76f9b06b1d574edcb09,1573,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,FileUploader.tsx,c3b9ce5600cc0f2c718cf87eb3434331cc08a83900a6c18637952c0c8950a1e3,2439,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.sh,530062cb7ff8634e112da6da30da0925fcfc805bd3060c08104c8191beadcc5e,5534,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,enhanced_ai_curator.py,382cb5de6362473c14685635ef7d04aa92846252262d2099d4cf4391143582b9,6194,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,VillageBuildersCovenant.tsx,4fdfadfc04d31e3e7b2d1025e29e97ab0fedb38fd2ca720ed7323f52c4dce783,10398,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,resume_shopify_liquid.md,4b89590431632e488f6221e4c15cc63b3866c7130244aa4c2d9762543116c01f,3607,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,globals.txt,84c34fb8385b7807aefcb052f7df788010d83756f0d5b4b17d6ea076292cd0f5,37539,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,example_adapter.py,548eb953f1b9b73c3a13d19f1b54ea26d804175e092a5003d77b29f8a8ec4926,860,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,hf_adapter.py,23ff083923385918c6175a1dc96209359be227f59593e709201acc39cc6b0045,1409,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,brain_sparks_routes.py,401290ee63e6347d9323f37a23a562a5142e9f9c7574f52e5d6883e3e90809d7,2044,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibits_router.py,d9799839b4c8a9555ef190b554c7b47756b86a48fbff07edbb2ecb1f5fed6ce3,9064,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,migrate_to_enhanced.py,9d1921d0205ff1bd1c4b4864a66d6aa6b3508f2300144e88976cf3a5776a7ec0,4456,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,settings.json,02e0146ebf24ee2eee5d4880fb713452800c84cccfeb894b31df7fc71ae65ab9,9681,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,devcontainer.json,001f2ac5218a2c6c0ab4e1fb9524ad09cde73442cc51ff9a430a74b33abe4278,1810,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_v2.0_11_17_25.md.txt,7e3010d210d9239b65853c82cbb72b2f977a06310d21ce6bcd3a0ec2828a99cf,5468956,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,useEmbers.tsx,ac265f63a79a6491dfef88293edc4d412c0f83f7e3899f4caa623d35dbecb447,3448,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Dockerfile,ce0138ca582443af1999e912bd148d42cd4e891509ddc8a4e34d720d49aaa861,925,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView-Complete-Architecture.md.pdf,e84a98e30363bf886743c400caf37f9df35fc6b9e6453d10883295700fae9813,117584,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,genesis-protocol.py.txt,324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,25210,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,billys_room_routes.py,a283060a8e36ecdc229421c887b384e7bc1daa534e4542778b274a096d710cd6,1160,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Core Innovations and Frameworks.csv,8d18dc32024579e29cd837e5f9b0cd3a6a957aed196ee2951fa7843c71bf98b8,9210,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ScriptTran.pdf,18cbb18fb51a7a5f5412c18beb7b037eb3828a973d4a209a0dc189985e1f1151,1137454,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,import_export.py,f2560d1495ffb69f2f4fc96bad0aa720076d620d12196128142a2c8bdff2da0a,1989,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,showcase_routes.py,5dbb51966d0ac8be902317cb5dfa2afcc5c02a42edd7e2faa2a83a6f1557a9d4,11237,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Context Loom Architecture Design (1).pdf,04dc47cc552f0739d756dd067708cdf67bc9e4b714f641c203b8a15b9857e132,222364,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,curator_routes.py,ff8aa0c5e0fe5e6d87c88d54b6008747688ff46d7f68d69feeb0ec4dbae6e993,1062,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Metrics (1) (1).pdf,c9cd90ef1d06eb61aca3326306e7220022df28b85bd08d85f1ea2f9120f6df20,449070,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,globals.css,b204f4052ed0ff993e358189075e39b3a9d399812ea94367c86ad0aa614e98dd,37537,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AICuratorService.py,5045150dfe408f41f2128a48b3149e557a7bc6a5b9be873185f34cc4b5541d5e,3471,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,llm_service.py (backup),6fa5dedee2ea5b8e993e33517915cbce0b8b322c05a48b4984edd53fac4d8581,8823,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.py,ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,8998,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,sqlite_store.py,d20402603cc2219caa76aeb7339ffc7fe2b76fc72fe660e8bc262112d16e1f07,3686,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,start.sh,8b5af433761d885c876dc484c28cd6c4bf5b736b8d17f88815d572637e2d9b15,196,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibits_routes.py,750369bd593a75942e3655bf1e59e72b4b4f075df0cb8e608abc87a08d2630cd,1482,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,enhanced_database_service.py,13c705a6c8dff6121ba521af7412b1c7a9f381058684f655170ffde6f9da7357,5690,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,brain-sparks-core.py.txt,fb614e0ce22261eb3cba06e805110e5e4ccb902f2f20781acd76b9e160354b8b,35869,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,EnhancedPLKSystemExhibit.tsx,d6ae4aaa20fa785b564e879f0830e6517337211187e47ac90d551bb06fa1dbe8,8790,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ErrorBoundary.tsx,f4e0621dc86f1b05c2f62d6dad38db9d7a58d0994c3cf9453ef4e887180f881e,1845,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,gestaltview_system.py.txt,28fbc521daeff15c7aeec9bd126b4e22d6450e36c8cb5f09143d886f5cfb5e05,19808,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,spotify_routes.py,0cd23de09cac0e8a06f8e5a6e458d3eeb0124ff6c8d85a28f922e80a0e4f5d81,2519,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GlassCard.tsx,f58be3219a55dc2a2a9ed3b57a75ee6dabc84312854fcd0b9eac06b301aea6b1,431,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,codegen_adapter.py,37b99bd0e717e1e80dc09e6f4ecc0a45360bc87d125c074b3dfdfa3e99131bb6,1245,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,VibeCober🙃🤖.md,1e1e3fc93899a4df22d5c026a7591296827ee86bb34a5a0849d93e5361f21d96,1463142,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,BillysRoom.tsx,a513d37868e0fcf11be0047bf2a851d3f29ebabb825da852db21e7a485c84948,9265,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,stt_adapter.py,8582f25f1b897518854193b7b7a1908acf086bacea36bed80d66033bc7e8dbd5,5273,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview_enhanced_plk.txt,83483c6f435e4f599ede93aef8c1548ffb9717762845abaee350835e09e70425,17187,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,pyc_decompiler.py,5308e3feaa4abb6452492be7982a5045faec4a854552eb59aa382b9f92c51abd,5134,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,`•○●Billy_11_18_25●○°`.txt,70592a92c343efb55dccdcb53994818954b51ded3da160b438c2783a0e44e388,375657,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitGallery.tsx,4ee816ddde3b6fae61c97e35fb9e2f986d67b2102edc9636b0b9ee30833a8a90,852,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,vibe_voice_adapter.py,f2b08671fad243273cc034a51b6fa52ef8ba8c92211a1ae7be0c72c6c6032169,1380,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,main (1).py,0ace2a9f85db6b7e590795fa3a7955e72a49a4a9119810d66bc0d7fe6cf1aaee,27898,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Rapid Prototype Engine .pdf,c6a12da4b22028bca47c2be4286aa2dc1c6881115269b7fe9c4bfdfae5502f1c,6365952,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView-Manifest-Index-Layer.py,c869873fb90488713515f5c8fb265dad830fbb830c10404401933c76c63603f1,804,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SkimSchema.txt,222aa564343d43f5f12326eed70d9a61309ce1e7fa09fbcdd90879e065004789,2855755,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SQLITE_Billy_Setup.md,3b4f30096a61f5c7a95ba98f4ef0e7e697f61abe51186670cc75b105971dbe9a,6452,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,test_adapters.py,37683e1890f95b1409a1f961de7283b03def6bf85e4a236fe4ac65fa1eeb3fe5,876,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,auth-flow.mmd.md,a492fd3485ce72bae5738af0d0eaa5c4c591e5b39bb58a0fe4e3cb22c06e742c,1306,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_CS_AO_11_22_25.md,132b6219a0ac7880ba918e2fc799ca083b05a0e0beedfae06a379074345d3414,4908786,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Museum of Impossible Things,9168f0e25e5d0a2aafdd24e6783a80007504de87a57ba758325f43e162698acf,158726,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,schemas.py,d0c2e911d1fe58d2889574c8705342e014813562fac204fd5f9663dca068c43e,2417,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview-plk.txt,8f78f80505e069b697eba05c162e30066a43e9f196efca2fb9eb9807bad9e031,22354,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_Knowledge_Engine_Synthesis_Janauary_15th_2026.txt,5fae166bcd26fe9753bf7d3c457306325431315e0f9a81512503751a00059982,17700,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,requirements.bootstrap.txt,3c84eece160b06e7ba75601e4ef9d62ed9692490592aba93200a8bb1f259d0b6,335,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GeminiDialogue.tsx,de4a1ace17683353f2c59a392191e7364e9187f6f71f0d11366718897219a49e,4930,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Enhanced Project Manifest- Resume Rockstar - GestaltView Ecosystem.pdf,fce8b68df9194b1c01a3f8640da7ce2b0dd3cd9eb83dd6dd9e9dc52bde7e4b45,202917,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitCard.tsx,a6460b66b2e36c9bccda62f5499373c551b999082a7422a143bc4943af085451,4205,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,InvocationAudioPlayer.tsx,1c6f6bc6abdd2ab4703da392fadf2c095c859a3354b255e732e8a2db8adffae4,5678,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,User Profile.pdf,9fdfe0c5bdf86099fa306ab592327c3fec1f3ddacb0a7ac1d40a7e807fe553b0,1795865,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Wellness_Witness_Wholeness.md,b88f76c09b8b677659870589fdc1b2bedca9608cb3e55272a3f2de49a4566b00,24205,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,lightning_bolt.py,6da891bacf6815752f32e75f7062a97721c9948134f1daa4004c7eb3d5c7d6b5,1669,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,llm_router.py,4406eb51b6eb27daaa01719a60e42f21ab4cfa925bd65e512fe0bf350b47d5bd,8073,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ADHDPowerUpStation.tsx,b22349a7d91ec2247b6d18e4e324a8847fbdf78659bf598b0a13320a4f2b58b4,17752,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ci-tests.yml,22d0e7a46518326b2e93f95297b128c0628e877f5e454e25b4e3b54f353601e0,521,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Module 12 - The Sanctuary Sentinel ♥️.pdf,0d9cb541e142b39b0e6a51c35866461f43631d9a50fb1bac100acb29252f7266,306729,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Schema.txt,dcd6300ecb7b4f324e951be03488cc8abe017702304da6da840bc357809b6f4d,26080,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,VoiceInput-Universal.tsx,9e9608a6237245f9a6a150a407f98733fe08e2526dc25d6c4d0d1e0149a9987d,11494,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,consciousness_middleware.py,f418745c0683e7f358f6e79f2f9da073822014a71c71426a9a30bf87e15630b2,3762,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SymbioCoderDemo.tsx,ead3a9d8d4e11609057504051bafbc03db7c219188a27a231e854eb181d6cb39,18863,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,useConsciousnessAPI.ts,9ff2c5f9c6ab6add6fec16e94aa27d48840924d2cde2cc9a417c5ebf84423649,3187,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,BILLY_FULL_INTEGRATION_COMPLETE.md,37844ba448d8e023953944fa071800d30da5ecb470cd3c624a0070314cc5e549,22767,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,DATABASE_SCHEMA.html,c6ae529d74c44799128996797393a9e69d20c0b6f8ea1d8438e325c2799e2d41,23521,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,keith-plk.tkeith_complete_gestaltview_system.md.txt,52e43eabc5607560e7ba2fa747ad5c9067e4e3297b4b8f14c72d6adb41e8e4d4,29671,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.txt,ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,8998,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,route (1).ts,3fa488eb3a69e8c794d3887011ceb0f941f51240cc82b2acd57c07a5801847f4,2837,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,### Architecture of this Integration_1.  __The Fou (1).pdf,183fafefbe93e25f3a78fb9bf38def1934ee3e6231332bab0c79c2412ac60b1a,3376374,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,exhibits.ts,f587d718ac1aa99c15020ebdf6ff4e4cb425cfe91af0cb19453ccbb5762fddda,12620,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_Is_More_Than_Meets_The_Eye.md.pdf,188a35e51b969dd9c4db1f6561684b0ad89975196f93feac1ae0f1fce4a93438,62716,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,DatabaseService.py,39bd40ac3162f297b51eb50a98c69089dc7f54e0072416e58453964a175c16c1,2700,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_ The Rosetta Stone For Consciousness 📜🧠.md,3e5ea39853a96a761a9231aee793ff41f69560e9c297b37199ea9e700219f837,9060,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ResumeRockstarInterface.tsx,264ad1d0493524fe97a3220a18cf96132f63e8961d96eba0e0b974a0c6d5ea60,258,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitModal.tsx,61f81c437d29fb9d0f63bbab89f573930e20cd924e5fa592c9e696dce016b943,8507,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestalt.py.md,9a28c6c262bc6a0018d78770d67805ff365fc8f71067c2b2c29146ab20f2971a,17794,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,PLKAnalyzer.tsx,ba3947b1192d23ec96d8d9f8638b521a8651967b76dcff16dbb19422c63e5f3e,197,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,BrainsSparks💥.txt,0d60edf093d566fedafca92950e77a4079931832e6c22f779c4dd2b8592389b3,647459,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView-One👾.md,45233a467492047671a623594937e14e7e5d756eef809ba0ba88d5c59df1a1f1,431690,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,JournalChat-Recovery-Support.tsx,e33d9c215c4edfe31c0a513a5120e4c9965d3ea4ccc08d203b3b7f98b4f0cffb,16308,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ContinuumCodexTimeline.tsx,a5314daf6b1c0ae8b9b21db66a75c7c6d6fd37eec3613ba18ba701aefd0319cb,5026,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,safety-report.json.txt,cc108fab41b5a7a1839d29d18f26d99938c9b6a1942cae55c47d5d7f03776a19,27022,2026-03-08T13:22:18+00:00
