sha256,count,package,relative_path
382cb5de6362473c14685635ef7d04aa92846252262d2099d4cf4391143582b9,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/enhanced_ai_curator.py
4fdfadfc04d31e3e7b2d1025e29e97ab0fedb38fd2ca720ed7323f52c4dce783,2,Keith_Soyka_Code_&_Context,VillageBuildersCovenant.tsx
4fdfadfc04d31e3e7b2d1025e29e97ab0fedb38fd2ca720ed7323f52c4dce783,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/VillageBuildersCovenant.tsx
4b89590431632e488f6221e4c15cc63b3866c7130244aa4c2d9762543116c01f,2,Keith_Soyka_Code_&_Context,resume_shopify_liquid.md
4b89590431632e488f6221e4c15cc63b3866c7130244aa4c2d9762543116c01f,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/resume_shopify_liquid.md
84c34fb8385b7807aefcb052f7df788010d83756f0d5b4b17d6ea076292cd0f5,2,Keith_Soyka_Code_&_Context,globals.txt
84c34fb8385b7807aefcb052f7df788010d83756f0d5b4b17d6ea076292cd0f5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/globals.txt
548eb953f1b9b73c3a13d19f1b54ea26d804175e092a5003d77b29f8a8ec4926,2,Keith_Soyka_Code_&_Context,example_adapter.py
548eb953f1b9b73c3a13d19f1b54ea26d804175e092a5003d77b29f8a8ec4926,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/example_adapter.py
23ff083923385918c6175a1dc96209359be227f59593e709201acc39cc6b0045,2,Keith_Soyka_Code_&_Context,hf_adapter.py
23ff083923385918c6175a1dc96209359be227f59593e709201acc39cc6b0045,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/hf_adapter.py
401290ee63e6347d9323f37a23a562a5142e9f9c7574f52e5d6883e3e90809d7,2,Keith_Soyka_Code_&_Context,brain_sparks_routes.py
401290ee63e6347d9323f37a23a562a5142e9f9c7574f52e5d6883e3e90809d7,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/brain_sparks_routes.py
d9799839b4c8a9555ef190b554c7b47756b86a48fbff07edbb2ecb1f5fed6ce3,2,Keith_Soyka_Code_&_Context,exhibits_router.py
d9799839b4c8a9555ef190b554c7b47756b86a48fbff07edbb2ecb1f5fed6ce3,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/exhibits_router.py
9d1921d0205ff1bd1c4b4864a66d6aa6b3508f2300144e88976cf3a5776a7ec0,2,Keith_Soyka_Code_&_Context,migrate_to_enhanced.py
9d1921d0205ff1bd1c4b4864a66d6aa6b3508f2300144e88976cf3a5776a7ec0,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/migrate_to_enhanced.py
02e0146ebf24ee2eee5d4880fb713452800c84cccfeb894b31df7fc71ae65ab9,2,Keith_Soyka_Code_&_Context,settings.json
02e0146ebf24ee2eee5d4880fb713452800c84cccfeb894b31df7fc71ae65ab9,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/settings.json
001f2ac5218a2c6c0ab4e1fb9524ad09cde73442cc51ff9a430a74b33abe4278,2,Keith_Soyka_Code_&_Context,devcontainer.json
001f2ac5218a2c6c0ab4e1fb9524ad09cde73442cc51ff9a430a74b33abe4278,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/devcontainer.json
7e3010d210d9239b65853c82cbb72b2f977a06310d21ce6bcd3a0ec2828a99cf,2,Keith_Soyka_Code_&_Context,Resume_Rockstar_v2.0_11_17_25.md.txt
7e3010d210d9239b65853c82cbb72b2f977a06310d21ce6bcd3a0ec2828a99cf,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Resume_Rockstar_v2.0_11_17_25.md.txt
ac265f63a79a6491dfef88293edc4d412c0f83f7e3899f4caa623d35dbecb447,2,Keith_Soyka_Code_&_Context,useEmbers.tsx
ac265f63a79a6491dfef88293edc4d412c0f83f7e3899f4caa623d35dbecb447,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/useEmbers.tsx
ce0138ca582443af1999e912bd148d42cd4e891509ddc8a4e34d720d49aaa861,2,Keith_Soyka_Code_&_Context,Dockerfile
ce0138ca582443af1999e912bd148d42cd4e891509ddc8a4e34d720d49aaa861,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Dockerfile
e84a98e30363bf886743c400caf37f9df35fc6b9e6453d10883295700fae9813,2,Keith_Soyka_Code_&_Context,GestaltView-Complete-Architecture.md.pdf
e84a98e30363bf886743c400caf37f9df35fc6b9e6453d10883295700fae9813,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView-Complete-Architecture.md.pdf
a283060a8e36ecdc229421c887b384e7bc1daa534e4542778b274a096d710cd6,2,Keith_Soyka_Code_&_Context,billys_room_routes.py
a283060a8e36ecdc229421c887b384e7bc1daa534e4542778b274a096d710cd6,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/billys_room_routes.py
8d18dc32024579e29cd837e5f9b0cd3a6a957aed196ee2951fa7843c71bf98b8,2,Keith_Soyka_Code_&_Context,GestaltView Core Innovations and Frameworks.csv
8d18dc32024579e29cd837e5f9b0cd3a6a957aed196ee2951fa7843c71bf98b8,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView Core Innovations and Frameworks.csv
18cbb18fb51a7a5f5412c18beb7b037eb3828a973d4a209a0dc189985e1f1151,2,Keith_Soyka_Code_&_Context,ScriptTran.pdf
18cbb18fb51a7a5f5412c18beb7b037eb3828a973d4a209a0dc189985e1f1151,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ScriptTran.pdf
f2560d1495ffb69f2f4fc96bad0aa720076d620d12196128142a2c8bdff2da0a,2,Keith_Soyka_Code_&_Context,import_export.py
f2560d1495ffb69f2f4fc96bad0aa720076d620d12196128142a2c8bdff2da0a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/import_export.py
5dbb51966d0ac8be902317cb5dfa2afcc5c02a42edd7e2faa2a83a6f1557a9d4,2,Keith_Soyka_Code_&_Context,showcase_routes.py
5dbb51966d0ac8be902317cb5dfa2afcc5c02a42edd7e2faa2a83a6f1557a9d4,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/showcase_routes.py
04dc47cc552f0739d756dd067708cdf67bc9e4b714f641c203b8a15b9857e132,2,Keith_Soyka_Code_&_Context,GestaltView Context Loom Architecture Design (1).pdf
04dc47cc552f0739d756dd067708cdf67bc9e4b714f641c203b8a15b9857e132,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView Context Loom Architecture Design (1).pdf
ff8aa0c5e0fe5e6d87c88d54b6008747688ff46d7f68d69feeb0ec4dbae6e993,2,Keith_Soyka_Code_&_Context,curator_routes.py
ff8aa0c5e0fe5e6d87c88d54b6008747688ff46d7f68d69feeb0ec4dbae6e993,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/curator_routes.py
c9cd90ef1d06eb61aca3326306e7220022df28b85bd08d85f1ea2f9120f6df20,2,Keith_Soyka_Code_&_Context,GestaltView Metrics (1) (1).pdf
c9cd90ef1d06eb61aca3326306e7220022df28b85bd08d85f1ea2f9120f6df20,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView Metrics┬а(1) (1).pdf
b204f4052ed0ff993e358189075e39b3a9d399812ea94367c86ad0aa614e98dd,2,Keith_Soyka_Code_&_Context,globals.css
b204f4052ed0ff993e358189075e39b3a9d399812ea94367c86ad0aa614e98dd,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/globals.css
5045150dfe408f41f2128a48b3149e557a7bc6a5b9be873185f34cc4b5541d5e,2,Keith_Soyka_Code_&_Context,AICuratorService.py
5045150dfe408f41f2128a48b3149e557a7bc6a5b9be873185f34cc4b5541d5e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AICuratorService.py
6fa5dedee2ea5b8e993e33517915cbce0b8b322c05a48b4984edd53fac4d8581,2,Keith_Soyka_Code_&_Context,llm_service.py (backup)
6fa5dedee2ea5b8e993e33517915cbce0b8b322c05a48b4984edd53fac4d8581,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/llm_service.py (backup)
ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,4,Keith_Soyka_Code_&_Context,repo-to-markdown.py
ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,4,Keith_Soyka_Code_&_Context,repo-to-markdown.txt
ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,4,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/repo-to-markdown.py
ff1489f600cb4bd6205dd3f008f7f3489d0d310bca12b6a4034be02b7ca3c06e,4,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/repo-to-markdown.txt
d20402603cc2219caa76aeb7339ffc7fe2b76fc72fe660e8bc262112d16e1f07,2,Keith_Soyka_Code_&_Context,sqlite_store.py
d20402603cc2219caa76aeb7339ffc7fe2b76fc72fe660e8bc262112d16e1f07,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/sqlite_store.py
8b5af433761d885c876dc484c28cd6c4bf5b736b8d17f88815d572637e2d9b15,2,Keith_Soyka_Code_&_Context,start.sh
8b5af433761d885c876dc484c28cd6c4bf5b736b8d17f88815d572637e2d9b15,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/start.sh
750369bd593a75942e3655bf1e59e72b4b4f075df0cb8e608abc87a08d2630cd,2,Keith_Soyka_Code_&_Context,exhibits_routes.py
750369bd593a75942e3655bf1e59e72b4b4f075df0cb8e608abc87a08d2630cd,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/exhibits_routes.py
13c705a6c8dff6121ba521af7412b1c7a9f381058684f655170ffde6f9da7357,2,Keith_Soyka_Code_&_Context,enhanced_database_service.py
13c705a6c8dff6121ba521af7412b1c7a9f381058684f655170ffde6f9da7357,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/enhanced_database_service.py
d6ae4aaa20fa785b564e879f0830e6517337211187e47ac90d551bb06fa1dbe8,2,Keith_Soyka_Code_&_Context,EnhancedPLKSystemExhibit.tsx
d6ae4aaa20fa785b564e879f0830e6517337211187e47ac90d551bb06fa1dbe8,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/EnhancedPLKSystemExhibit.tsx
f4e0621dc86f1b05c2f62d6dad38db9d7a58d0994c3cf9453ef4e887180f881e,2,Keith_Soyka_Code_&_Context,ErrorBoundary.tsx
f4e0621dc86f1b05c2f62d6dad38db9d7a58d0994c3cf9453ef4e887180f881e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ErrorBoundary.tsx
28fbc521daeff15c7aeec9bd126b4e22d6450e36c8cb5f09143d886f5cfb5e05,2,Keith_Soyka_Code_&_Context,gestaltview_system.py.txt
28fbc521daeff15c7aeec9bd126b4e22d6450e36c8cb5f09143d886f5cfb5e05,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/gestaltview_system.py.txt
0cd23de09cac0e8a06f8e5a6e458d3eeb0124ff6c8d85a28f922e80a0e4f5d81,2,Keith_Soyka_Code_&_Context,spotify_routes.py
0cd23de09cac0e8a06f8e5a6e458d3eeb0124ff6c8d85a28f922e80a0e4f5d81,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/spotify_routes.py
f58be3219a55dc2a2a9ed3b57a75ee6dabc84312854fcd0b9eac06b301aea6b1,2,Keith_Soyka_Code_&_Context,GlassCard.tsx
f58be3219a55dc2a2a9ed3b57a75ee6dabc84312854fcd0b9eac06b301aea6b1,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GlassCard.tsx
37b99bd0e717e1e80dc09e6f4ecc0a45360bc87d125c074b3dfdfa3e99131bb6,2,Keith_Soyka_Code_&_Context,codegen_adapter.py
37b99bd0e717e1e80dc09e6f4ecc0a45360bc87d125c074b3dfdfa3e99131bb6,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/codegen_adapter.py
1e1e3fc93899a4df22d5c026a7591296827ee86bb34a5a0849d93e5361f21d96,2,Keith_Soyka_Code_&_Context,VibeCober🙃🤖.md
1e1e3fc93899a4df22d5c026a7591296827ee86bb34a5a0849d93e5361f21d96,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/VibeCoberЁЯЩГЁЯдЦ.md
a513d37868e0fcf11be0047bf2a851d3f29ebabb825da852db21e7a485c84948,2,Keith_Soyka_Code_&_Context,BillysRoom.tsx
a513d37868e0fcf11be0047bf2a851d3f29ebabb825da852db21e7a485c84948,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BillysRoom.tsx
8582f25f1b897518854193b7b7a1908acf086bacea36bed80d66033bc7e8dbd5,2,Keith_Soyka_Code_&_Context,stt_adapter.py
8582f25f1b897518854193b7b7a1908acf086bacea36bed80d66033bc7e8dbd5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/stt_adapter.py
83483c6f435e4f599ede93aef8c1548ffb9717762845abaee350835e09e70425,2,Keith_Soyka_Code_&_Context,gestaltview_enhanced_plk.txt
83483c6f435e4f599ede93aef8c1548ffb9717762845abaee350835e09e70425,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/gestaltview_enhanced_plk.txt
5308e3feaa4abb6452492be7982a5045faec4a854552eb59aa382b9f92c51abd,2,Keith_Soyka_Code_&_Context,pyc_decompiler.py
5308e3feaa4abb6452492be7982a5045faec4a854552eb59aa382b9f92c51abd,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/pyc_decompiler.py
70592a92c343efb55dccdcb53994818954b51ded3da160b438c2783a0e44e388,2,Keith_Soyka_Code_&_Context,`•○●Billy_11_18_25●○°`.txt
70592a92c343efb55dccdcb53994818954b51ded3da160b438c2783a0e44e388,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/`тАвтЧЛтЧПBilly_11_18_25тЧПтЧЛ┬░`.txt
4ee816ddde3b6fae61c97e35fb9e2f986d67b2102edc9636b0b9ee30833a8a90,2,Keith_Soyka_Code_&_Context,ExhibitGallery.tsx
4ee816ddde3b6fae61c97e35fb9e2f986d67b2102edc9636b0b9ee30833a8a90,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ExhibitGallery.tsx
f2b08671fad243273cc034a51b6fa52ef8ba8c92211a1ae7be0c72c6c6032169,2,Keith_Soyka_Code_&_Context,vibe_voice_adapter.py
f2b08671fad243273cc034a51b6fa52ef8ba8c92211a1ae7be0c72c6c6032169,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/vibe_voice_adapter.py
0ace2a9f85db6b7e590795fa3a7955e72a49a4a9119810d66bc0d7fe6cf1aaee,2,Keith_Soyka_Code_&_Context,main (1).py
0ace2a9f85db6b7e590795fa3a7955e72a49a4a9119810d66bc0d7fe6cf1aaee,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/main (1).py
c869873fb90488713515f5c8fb265dad830fbb830c10404401933c76c63603f1,2,Keith_Soyka_Code_&_Context,GestaltView-Manifest-Index-Layer.py
c869873fb90488713515f5c8fb265dad830fbb830c10404401933c76c63603f1,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView-Manifest-Index-Layer.py
222aa564343d43f5f12326eed70d9a61309ce1e7fa09fbcdd90879e065004789,2,Keith_Soyka_Code_&_Context,SkimSchema.txt
222aa564343d43f5f12326eed70d9a61309ce1e7fa09fbcdd90879e065004789,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/SkimSchema.txt
3b4f30096a61f5c7a95ba98f4ef0e7e697f61abe51186670cc75b105971dbe9a,2,Keith_Soyka_Code_&_Context,SQLITE_Billy_Setup.md
3b4f30096a61f5c7a95ba98f4ef0e7e697f61abe51186670cc75b105971dbe9a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/SQLITE_Billy_Setup.md
37683e1890f95b1409a1f961de7283b03def6bf85e4a236fe4ac65fa1eeb3fe5,2,Keith_Soyka_Code_&_Context,test_adapters.py
37683e1890f95b1409a1f961de7283b03def6bf85e4a236fe4ac65fa1eeb3fe5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/test_adapters.py
a492fd3485ce72bae5738af0d0eaa5c4c591e5b39bb58a0fe4e3cb22c06e742c,2,Keith_Soyka_Code_&_Context,auth-flow.mmd.md
a492fd3485ce72bae5738af0d0eaa5c4c591e5b39bb58a0fe4e3cb22c06e742c,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/auth-flow.mmd.md
132b6219a0ac7880ba918e2fc799ca083b05a0e0beedfae06a379074345d3414,2,Keith_Soyka_Code_&_Context,Resume_Rockstar_CS_AO_11_22_25.md
132b6219a0ac7880ba918e2fc799ca083b05a0e0beedfae06a379074345d3414,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Resume_Rockstar_CS_AO_11_22_25.md
9168f0e25e5d0a2aafdd24e6783a80007504de87a57ba758325f43e162698acf,2,Keith_Soyka_Code_&_Context,Museum of Impossible Things
9168f0e25e5d0a2aafdd24e6783a80007504de87a57ba758325f43e162698acf,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Museum of Impossible Things
d0c2e911d1fe58d2889574c8705342e014813562fac204fd5f9663dca068c43e,2,Keith_Soyka_Code_&_Context,schemas.py
d0c2e911d1fe58d2889574c8705342e014813562fac204fd5f9663dca068c43e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/schemas.py
8f78f80505e069b697eba05c162e30066a43e9f196efca2fb9eb9807bad9e031,2,Keith_Soyka_Code_&_Context,gestaltview-plk.txt
8f78f80505e069b697eba05c162e30066a43e9f196efca2fb9eb9807bad9e031,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/gestaltview-plk.txt
5fae166bcd26fe9753bf7d3c457306325431315e0f9a81512503751a00059982,2,Keith_Soyka_Code_&_Context,GestaltView_Knowledge_Engine_Synthesis_Janauary_15th_2026.txt
5fae166bcd26fe9753bf7d3c457306325431315e0f9a81512503751a00059982,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView_Knowledge_Engine_Synthesis_Janauary_15th_2026.txt
3c84eece160b06e7ba75601e4ef9d62ed9692490592aba93200a8bb1f259d0b6,2,Keith_Soyka_Code_&_Context,requirements.bootstrap.txt
3c84eece160b06e7ba75601e4ef9d62ed9692490592aba93200a8bb1f259d0b6,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/requirements.bootstrap.txt
de4a1ace17683353f2c59a392191e7364e9187f6f71f0d11366718897219a49e,2,Keith_Soyka_Code_&_Context,GeminiDialogue.tsx
de4a1ace17683353f2c59a392191e7364e9187f6f71f0d11366718897219a49e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GeminiDialogue.tsx
fce8b68df9194b1c01a3f8640da7ce2b0dd3cd9eb83dd6dd9e9dc52bde7e4b45,2,Keith_Soyka_Code_&_Context,Enhanced Project Manifest- Resume Rockstar - GestaltView Ecosystem.pdf
fce8b68df9194b1c01a3f8640da7ce2b0dd3cd9eb83dd6dd9e9dc52bde7e4b45,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Enhanced Project Manifest- Resume Rockstar - GestaltView Ecosystem.pdf
a6460b66b2e36c9bccda62f5499373c551b999082a7422a143bc4943af085451,2,Keith_Soyka_Code_&_Context,ExhibitCard.tsx
a6460b66b2e36c9bccda62f5499373c551b999082a7422a143bc4943af085451,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ExhibitCard.tsx
1c6f6bc6abdd2ab4703da392fadf2c095c859a3354b255e732e8a2db8adffae4,2,Keith_Soyka_Code_&_Context,InvocationAudioPlayer.tsx
1c6f6bc6abdd2ab4703da392fadf2c095c859a3354b255e732e8a2db8adffae4,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/InvocationAudioPlayer.tsx
9fdfe0c5bdf86099fa306ab592327c3fec1f3ddacb0a7ac1d40a7e807fe553b0,2,Keith_Soyka_Code_&_Context,User Profile.pdf
9fdfe0c5bdf86099fa306ab592327c3fec1f3ddacb0a7ac1d40a7e807fe553b0,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/User Profile.pdf
b88f76c09b8b677659870589fdc1b2bedca9608cb3e55272a3f2de49a4566b00,2,Keith_Soyka_Code_&_Context,Wellness_Witness_Wholeness.md
b88f76c09b8b677659870589fdc1b2bedca9608cb3e55272a3f2de49a4566b00,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Wellness_Witness_Wholeness.md
6da891bacf6815752f32e75f7062a97721c9948134f1daa4004c7eb3d5c7d6b5,2,Keith_Soyka_Code_&_Context,lightning_bolt.py
6da891bacf6815752f32e75f7062a97721c9948134f1daa4004c7eb3d5c7d6b5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/lightning_bolt.py
4406eb51b6eb27daaa01719a60e42f21ab4cfa925bd65e512fe0bf350b47d5bd,2,Keith_Soyka_Code_&_Context,llm_router.py
4406eb51b6eb27daaa01719a60e42f21ab4cfa925bd65e512fe0bf350b47d5bd,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/llm_router.py
b22349a7d91ec2247b6d18e4e324a8847fbdf78659bf598b0a13320a4f2b58b4,2,Keith_Soyka_Code_&_Context,ADHDPowerUpStation.tsx
b22349a7d91ec2247b6d18e4e324a8847fbdf78659bf598b0a13320a4f2b58b4,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ADHDPowerUpStation.tsx
22d0e7a46518326b2e93f95297b128c0628e877f5e454e25b4e3b54f353601e0,2,Keith_Soyka_Code_&_Context,ci-tests.yml
22d0e7a46518326b2e93f95297b128c0628e877f5e454e25b4e3b54f353601e0,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ci-tests.yml
0d9cb541e142b39b0e6a51c35866461f43631d9a50fb1bac100acb29252f7266,2,Keith_Soyka_Code_&_Context,Module 12 - The Sanctuary Sentinel ♥️.pdf
0d9cb541e142b39b0e6a51c35866461f43631d9a50fb1bac100acb29252f7266,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Module 12 - The Sanctuary Sentinel тЩея╕П.pdf
dcd6300ecb7b4f324e951be03488cc8abe017702304da6da840bc357809b6f4d,2,Keith_Soyka_Code_&_Context,Schema.txt
dcd6300ecb7b4f324e951be03488cc8abe017702304da6da840bc357809b6f4d,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Schema.txt
9e9608a6237245f9a6a150a407f98733fe08e2526dc25d6c4d0d1e0149a9987d,2,Keith_Soyka_Code_&_Context,VoiceInput-Universal.tsx
9e9608a6237245f9a6a150a407f98733fe08e2526dc25d6c4d0d1e0149a9987d,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/VoiceInput-Universal.tsx
f418745c0683e7f358f6e79f2f9da073822014a71c71426a9a30bf87e15630b2,2,Keith_Soyka_Code_&_Context,consciousness_middleware.py
f418745c0683e7f358f6e79f2f9da073822014a71c71426a9a30bf87e15630b2,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/consciousness_middleware.py
ead3a9d8d4e11609057504051bafbc03db7c219188a27a231e854eb181d6cb39,2,Keith_Soyka_Code_&_Context,SymbioCoderDemo.tsx
ead3a9d8d4e11609057504051bafbc03db7c219188a27a231e854eb181d6cb39,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/SymbioCoderDemo.tsx
9ff2c5f9c6ab6add6fec16e94aa27d48840924d2cde2cc9a417c5ebf84423649,2,Keith_Soyka_Code_&_Context,useConsciousnessAPI.ts
9ff2c5f9c6ab6add6fec16e94aa27d48840924d2cde2cc9a417c5ebf84423649,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/useConsciousnessAPI.ts
37844ba448d8e023953944fa071800d30da5ecb470cd3c624a0070314cc5e549,2,Keith_Soyka_Code_&_Context,BILLY_FULL_INTEGRATION_COMPLETE.md
37844ba448d8e023953944fa071800d30da5ecb470cd3c624a0070314cc5e549,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BILLY_FULL_INTEGRATION_COMPLETE.md
c6ae529d74c44799128996797393a9e69d20c0b6f8ea1d8438e325c2799e2d41,2,Keith_Soyka_Code_&_Context,DATABASE_SCHEMA.html
c6ae529d74c44799128996797393a9e69d20c0b6f8ea1d8438e325c2799e2d41,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/DATABASE_SCHEMA.html
3fa488eb3a69e8c794d3887011ceb0f941f51240cc82b2acd57c07a5801847f4,2,Keith_Soyka_Code_&_Context,route (1).ts
3fa488eb3a69e8c794d3887011ceb0f941f51240cc82b2acd57c07a5801847f4,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/route (1).ts
183fafefbe93e25f3a78fb9bf38def1934ee3e6231332bab0c79c2412ac60b1a,2,Keith_Soyka_Code_&_Context,### Architecture of this Integration_1.  __The Fou (1).pdf
183fafefbe93e25f3a78fb9bf38def1934ee3e6231332bab0c79c2412ac60b1a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/### Architecture of this Integration_1.  __The Fou (1).pdf
f587d718ac1aa99c15020ebdf6ff4e4cb425cfe91af0cb19453ccbb5762fddda,2,Keith_Soyka_Code_&_Context,exhibits.ts
f587d718ac1aa99c15020ebdf6ff4e4cb425cfe91af0cb19453ccbb5762fddda,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/exhibits.ts
188a35e51b969dd9c4db1f6561684b0ad89975196f93feac1ae0f1fce4a93438,2,Keith_Soyka_Code_&_Context,GestaltView_Is_More_Than_Meets_The_Eye.md.pdf
188a35e51b969dd9c4db1f6561684b0ad89975196f93feac1ae0f1fce4a93438,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView_Is_More_Than_Meets_The_Eye.md.pdf
39bd40ac3162f297b51eb50a98c69089dc7f54e0072416e58453964a175c16c1,2,Keith_Soyka_Code_&_Context,DatabaseService.py
39bd40ac3162f297b51eb50a98c69089dc7f54e0072416e58453964a175c16c1,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/DatabaseService.py
264ad1d0493524fe97a3220a18cf96132f63e8961d96eba0e0b974a0c6d5ea60,2,Keith_Soyka_Code_&_Context,ResumeRockstarInterface.tsx
264ad1d0493524fe97a3220a18cf96132f63e8961d96eba0e0b974a0c6d5ea60,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ResumeRockstarInterface.tsx
61f81c437d29fb9d0f63bbab89f573930e20cd924e5fa592c9e696dce016b943,2,Keith_Soyka_Code_&_Context,ExhibitModal.tsx
61f81c437d29fb9d0f63bbab89f573930e20cd924e5fa592c9e696dce016b943,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ExhibitModal.tsx
9a28c6c262bc6a0018d78770d67805ff365fc8f71067c2b2c29146ab20f2971a,2,Keith_Soyka_Code_&_Context,gestalt.py.md
9a28c6c262bc6a0018d78770d67805ff365fc8f71067c2b2c29146ab20f2971a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/gestalt.py.md
ba3947b1192d23ec96d8d9f8638b521a8651967b76dcff16dbb19422c63e5f3e,2,Keith_Soyka_Code_&_Context,PLKAnalyzer.tsx
ba3947b1192d23ec96d8d9f8638b521a8651967b76dcff16dbb19422c63e5f3e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/PLKAnalyzer.tsx
0d60edf093d566fedafca92950e77a4079931832e6c22f779c4dd2b8592389b3,2,Keith_Soyka_Code_&_Context,BrainsSparks💥.txt
0d60edf093d566fedafca92950e77a4079931832e6c22f779c4dd2b8592389b3,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/BrainsSparksЁЯТе.txt
