package,relative_path,filename,extension,size_bytes,size_mb,modified_utc
Keith_Soyka_Code_&_Context,billy.py,billy.py,.py,35023,0.033401,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView_Comprehensive_Schema.yaml.txt,GestaltView_Comprehensive_Schema.yaml.txt,.txt,49921,0.047608,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView-AI🧠🌎✨️.md,GestaltView-AI🧠🌎✨️.md,.md,793327,0.756576,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ContactLinks.tsx,ContactLinks.tsx,.tsx,5593,0.005334,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,test_routes.py,test_routes.py,.py,478,0.000456,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖.md,Museum_Of_Impossible_Things🏛💯🤖.md,.md,1689118,1.610868,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,plk_system.txt,plk_system.txt,.txt,28536,0.027214,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,EthicsFramework.tsx,EthicsFramework.tsx,.tsx,33442,0.031893,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Knowledge Loom (1).pdf,GestaltView Knowledge Loom (1).pdf,.pdf,106945,0.101991,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,openai_adapter.py,openai_adapter.py,.py,1951,0.001861,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,context_sources.py,context_sources.py,.py,509,0.000485,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,musical_dna.py,musical_dna.py,.py,843,0.000804,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Resume Rockstar_ Architecture and Documentation Analysis for a Neurodivergent-Serving AI Resume Platform_.md,Resume Rockstar_ Architecture and Documentation Analysis for a Neurodivergent-Serving AI Resume Platform_.md,.md,72835,0.069461,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,conftest.py,conftest.py,.py,2473,0.002358,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ingest_transcripts.py,ingest_transcripts.py,.py,1795,0.001712,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖 (1).txt,Museum_Of_Impossible_Things🏛💯🤖 (1).txt,.txt,1689118,1.610868,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,use-toast.ts,use-toast.ts,.ts,3945,0.003762,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,main.py,main.py,.py,570,0.000544,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ai_core.py,ai_core.py,.py,2589,0.002469,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Alzheimers_Addiction.txt,Alzheimers_Addiction.txt,.txt,1349002,1.286509,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AuroraThemeProvider.tsx,AuroraThemeProvider.tsx,.tsx,1676,0.001598,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Holographic Design Avatars_ Cutting-Edge Possibili (1).pdf,Holographic Design Avatars_ Cutting-Edge Possibili (1).pdf,.pdf,7505004,7.15733,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,profile.py,profile.py,.py,1064,0.001015,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,alzheimers_legacy_routes.py,alzheimers_legacy_routes.py,.py,2139,0.00204,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,llmrouter_enhanced.py,llmrouter_enhanced.py,.py,15490,0.014772,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,route.ts,route.ts,.ts,4231,0.004035,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ResumeRockstarDemo.tsx,ResumeRockstarDemo.tsx,.tsx,20849,0.019883,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AuroraBackground.tsx,AuroraBackground.tsx,.tsx,768,0.000732,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibit.py,exhibit.py,.py,1512,0.001442,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AccessibilityEnhancements.tsx,AccessibilityEnhancements.tsx,.tsx,2610,0.002489,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,creation_corner.py,creation_corner.py,.py,1573,0.0015,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,FileUploader.tsx,FileUploader.tsx,.tsx,2439,0.002326,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.sh,repo-to-markdown.sh,.sh,5534,0.005278,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,enhanced_ai_curator.py,enhanced_ai_curator.py,.py,6194,0.005907,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,VillageBuildersCovenant.tsx,VillageBuildersCovenant.tsx,.tsx,10398,0.009916,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,resume_shopify_liquid.md,resume_shopify_liquid.md,.md,3607,0.00344,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,globals.txt,globals.txt,.txt,37539,0.0358,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,example_adapter.py,example_adapter.py,.py,860,0.00082,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,hf_adapter.py,hf_adapter.py,.py,1409,0.001344,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,brain_sparks_routes.py,brain_sparks_routes.py,.py,2044,0.001949,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibits_router.py,exhibits_router.py,.py,9064,0.008644,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,migrate_to_enhanced.py,migrate_to_enhanced.py,.py,4456,0.00425,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,settings.json,settings.json,.json,9681,0.009233,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,devcontainer.json,devcontainer.json,.json,1810,0.001726,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_v2.0_11_17_25.md.txt,Resume_Rockstar_v2.0_11_17_25.md.txt,.txt,5468956,5.215603,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,useEmbers.tsx,useEmbers.tsx,.tsx,3448,0.003288,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,Dockerfile,Dockerfile,,925,0.000882,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView-Complete-Architecture.md.pdf,GestaltView-Complete-Architecture.md.pdf,.pdf,117584,0.112137,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,genesis-protocol.py.txt,genesis-protocol.py.txt,.txt,25210,0.024042,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,billys_room_routes.py,billys_room_routes.py,.py,1160,0.001106,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Core Innovations and Frameworks.csv,GestaltView Core Innovations and Frameworks.csv,.csv,9210,0.008783,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ScriptTran.pdf,ScriptTran.pdf,.pdf,1137454,1.084761,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,import_export.py,import_export.py,.py,1989,0.001897,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,showcase_routes.py,showcase_routes.py,.py,11237,0.010716,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Context Loom Architecture Design (1).pdf,GestaltView Context Loom Architecture Design (1).pdf,.pdf,222364,0.212063,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,curator_routes.py,curator_routes.py,.py,1062,0.001013,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GestaltView Metrics (1) (1).pdf,GestaltView Metrics (1) (1).pdf,.pdf,449070,0.428267,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,globals.css,globals.css,.css,37537,0.035798,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,AICuratorService.py,AICuratorService.py,.py,3471,0.00331,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,llm_service.py (backup),llm_service.py (backup),.py (backup),8823,0.008414,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.py,repo-to-markdown.py,.py,8998,0.008581,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,sqlite_store.py,sqlite_store.py,.py,3686,0.003515,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,start.sh,start.sh,.sh,196,0.000187,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,exhibits_routes.py,exhibits_routes.py,.py,1482,0.001413,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,enhanced_database_service.py,enhanced_database_service.py,.py,5690,0.005426,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,brain-sparks-core.py.txt,brain-sparks-core.py.txt,.txt,35869,0.034207,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,EnhancedPLKSystemExhibit.tsx,EnhancedPLKSystemExhibit.tsx,.tsx,8790,0.008383,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,ErrorBoundary.tsx,ErrorBoundary.tsx,.tsx,1845,0.00176,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,gestaltview_system.py.txt,gestaltview_system.py.txt,.txt,19808,0.01889,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,spotify_routes.py,spotify_routes.py,.py,2519,0.002402,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,GlassCard.tsx,GlassCard.tsx,.tsx,431,0.000411,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,codegen_adapter.py,codegen_adapter.py,.py,1245,0.001187,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,VibeCober🙃🤖.md,VibeCober🙃🤖.md,.md,1463142,1.395361,2026-03-08T13:22:16+00:00
Keith_Soyka_Code_&_Context,BillysRoom.tsx,BillysRoom.tsx,.tsx,9265,0.008836,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,stt_adapter.py,stt_adapter.py,.py,5273,0.005029,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview_enhanced_plk.txt,gestaltview_enhanced_plk.txt,.txt,17187,0.016391,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,pyc_decompiler.py,pyc_decompiler.py,.py,5134,0.004896,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,`•○●Billy_11_18_25●○°`.txt,`•○●Billy_11_18_25●○°`.txt,.txt,375657,0.358254,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitGallery.tsx,ExhibitGallery.tsx,.tsx,852,0.000813,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,vibe_voice_adapter.py,vibe_voice_adapter.py,.py,1380,0.001316,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,main (1).py,main (1).py,.py,27898,0.026606,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Rapid Prototype Engine .pdf,Rapid Prototype Engine .pdf,.pdf,6365952,6.071045,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView-Manifest-Index-Layer.py,GestaltView-Manifest-Index-Layer.py,.py,804,0.000767,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SkimSchema.txt,SkimSchema.txt,.txt,2855755,2.72346,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SQLITE_Billy_Setup.md,SQLITE_Billy_Setup.md,.md,6452,0.006153,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,test_adapters.py,test_adapters.py,.py,876,0.000835,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,auth-flow.mmd.md,auth-flow.mmd.md,.md,1306,0.001245,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_CS_AO_11_22_25.md,Resume_Rockstar_CS_AO_11_22_25.md,.md,4908786,4.681383,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Museum of Impossible Things,Museum of Impossible Things,,158726,0.151373,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,schemas.py,schemas.py,.py,2417,0.002305,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview-plk.txt,gestaltview-plk.txt,.txt,22354,0.021318,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_Knowledge_Engine_Synthesis_Janauary_15th_2026.txt,GestaltView_Knowledge_Engine_Synthesis_Janauary_15th_2026.txt,.txt,17700,0.01688,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,requirements.bootstrap.txt,requirements.bootstrap.txt,.txt,335,0.000319,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GeminiDialogue.tsx,GeminiDialogue.tsx,.tsx,4930,0.004702,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Enhanced Project Manifest- Resume Rockstar - GestaltView Ecosystem.pdf,Enhanced Project Manifest- Resume Rockstar - GestaltView Ecosystem.pdf,.pdf,202917,0.193517,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitCard.tsx,ExhibitCard.tsx,.tsx,4205,0.00401,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,InvocationAudioPlayer.tsx,InvocationAudioPlayer.tsx,.tsx,5678,0.005415,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,User Profile.pdf,User Profile.pdf,.pdf,1795865,1.71267,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Wellness_Witness_Wholeness.md,Wellness_Witness_Wholeness.md,.md,24205,0.023084,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,lightning_bolt.py,lightning_bolt.py,.py,1669,0.001592,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,llm_router.py,llm_router.py,.py,8073,0.007699,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ADHDPowerUpStation.tsx,ADHDPowerUpStation.tsx,.tsx,17752,0.01693,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ci-tests.yml,ci-tests.yml,.yml,521,0.000497,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Module 12 - The Sanctuary Sentinel ♥️.pdf,Module 12 - The Sanctuary Sentinel ♥️.pdf,.pdf,306729,0.29252,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Schema.txt,Schema.txt,.txt,26080,0.024872,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,VoiceInput-Universal.tsx,VoiceInput-Universal.tsx,.tsx,11494,0.010962,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,consciousness_middleware.py,consciousness_middleware.py,.py,3762,0.003588,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,SymbioCoderDemo.tsx,SymbioCoderDemo.tsx,.tsx,18863,0.017989,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,useConsciousnessAPI.ts,useConsciousnessAPI.ts,.ts,3187,0.003039,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,BILLY_FULL_INTEGRATION_COMPLETE.md,BILLY_FULL_INTEGRATION_COMPLETE.md,.md,22767,0.021712,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,DATABASE_SCHEMA.html,DATABASE_SCHEMA.html,.html,23521,0.022431,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,keith-plk.tkeith_complete_gestaltview_system.md.txt,keith-plk.tkeith_complete_gestaltview_system.md.txt,.txt,29671,0.028296,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,repo-to-markdown.txt,repo-to-markdown.txt,.txt,8998,0.008581,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,route (1).ts,route (1).ts,.ts,2837,0.002706,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,### Architecture of this Integration_1.  __The Fou (1).pdf,### Architecture of this Integration_1.  __The Fou (1).pdf,.pdf,3376374,3.219961,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,exhibits.ts,exhibits.ts,.ts,12620,0.012035,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_Is_More_Than_Meets_The_Eye.md.pdf,GestaltView_Is_More_Than_Meets_The_Eye.md.pdf,.pdf,62716,0.059811,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,DatabaseService.py,DatabaseService.py,.py,2700,0.002575,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView_ The Rosetta Stone For Consciousness 📜🧠.md,GestaltView_ The Rosetta Stone For Consciousness 📜🧠.md,.md,9060,0.00864,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ResumeRockstarInterface.tsx,ResumeRockstarInterface.tsx,.tsx,258,0.000246,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ExhibitModal.tsx,ExhibitModal.tsx,.tsx,8507,0.008113,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestalt.py.md,gestalt.py.md,.md,17794,0.01697,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,PLKAnalyzer.tsx,PLKAnalyzer.tsx,.tsx,197,0.000188,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,BrainsSparks💥.txt,BrainsSparks💥.txt,.txt,647459,0.617465,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GestaltView-One👾.md,GestaltView-One👾.md,.md,431690,0.411692,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,JournalChat-Recovery-Support.tsx,JournalChat-Recovery-Support.tsx,.tsx,16308,0.015553,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ContinuumCodexTimeline.tsx,ContinuumCodexTimeline.tsx,.tsx,5026,0.004793,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,safety-report.json.txt,safety-report.json.txt,.txt,27022,0.02577,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,GeminiDialoguePlayer.tsx,GeminiDialoguePlayer.tsx,.tsx,5413,0.005162,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,voice_to_text.py,voice_to_text.py,.py,1250,0.001192,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,ollama_adapter.py,ollama_adapter.py,.py,1024,0.000977,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,gestaltview_seed.py,gestaltview_seed.py,.py,6846,0.006529,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Nvidia CEO is a good dude right_ Which AI company (2).pdf,Nvidia CEO is a good dude right_ Which AI company (2).pdf,.pdf,12736470,12.146444,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,anthropic_adapter.py,anthropic_adapter.py,.py,1183,0.001128,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,architecture-components.md,architecture-components.md,.md,1481,0.001412,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,pytest.ini,pytest.ini,.ini,185,0.000176,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,Schema Schema.pdf,Schema Schema.pdf,.pdf,12524541,11.944333,2026-03-08T13:22:18+00:00
Keith_Soyka_Code_&_Context,prompt_templates_enhanced.py,prompt_templates_enhanced.py,.py,38878,0.037077,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,llm_service_bootstrap.py,llm_service_bootstrap.py,.py,12768,0.012177,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Gestaltview_V8_7_23_25_©️🔐 Keith Soyka.py (1) (1).txt,Gestaltview_V8_7_23_25_©️🔐 Keith Soyka.py (1) (1).txt,.txt,33539,0.031985,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,WelcomeExperience.tsx,WelcomeExperience.tsx,.tsx,2679,0.002555,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,api-sequence.md,api-sequence.md,.md,986,0.00094,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Comprehensive_Schema.json.txt,GestaltView_Comprehensive_Schema.json.txt,.txt,52253,0.049832,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ValidationWall.tsx,ValidationWall.tsx,.tsx,11211,0.010692,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,BrainSparksStation.tsx,BrainSparksStation.tsx,.tsx,21412,0.02042,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_AI_Collaborator_Engine_1_31_26.md,GestaltView_AI_Collaborator_Engine_1_31_26.md,.md,1296521,1.236459,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_v2.1.0_Summary.txt,Resume_Rockstar_v2.1.0_Summary.txt,.txt,189103,0.180343,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Neural-Handshake🧠🤙🏻.md,Neural-Handshake🧠🤙🏻.md,.md,550692,0.525181,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ADHD_Power_Up_🔋.md,ADHD_Power_Up_🔋.md,.md,458074,0.436853,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AIChat.tsx,AIChat.tsx,.tsx,1350,0.001287,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,README.md,README.md,.md,23147,0.022075,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,context_weaver.py,context_weaver.py,.py,25361,0.024186,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,useSpeechRecognition.ts,useSpeechRecognition.ts,.ts,3937,0.003755,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,resume-rockstar-portal.txt,resume-rockstar-portal.txt,.txt,1009,0.000962,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,gemini_adapter.py,gemini_adapter.py,.py,1312,0.001251,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Seven Month Emergence Of GestaltView .pdf,Seven Month Emergence Of GestaltView .pdf,.pdf,103550,0.098753,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,ai_orchestrator (1).py,ai_orchestrator (1).py,.py,11481,0.010949,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,VibeCoderDemo.tsx,VibeCoderDemo.tsx,.tsx,27403,0.026134,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,llmrouter.py,llmrouter.py,.py,3954,0.003771,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,SymbioCoder🪄💻👾.md,SymbioCoder🪄💻👾.md,.md,2450284,2.336773,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_SQL.md,Resume_Rockstar_SQL.md,.md,20979,0.020007,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Dockerfile.fixed.txt,Dockerfile.fixed.txt,.txt,1408,0.001343,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,notion_adapter.py,notion_adapter.py,.py,869,0.000829,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Complete_Framework_All_Modules.md.txt,GestaltView_Complete_Framework_All_Modules.md.txt,.txt,78845,0.075192,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AlzheimersLegacyExhibit.tsx,AlzheimersLegacyExhibit.tsx,.tsx,26315,0.025096,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Keith Soyka Resume (1).pdf,Keith Soyka Resume (1).pdf,.pdf,431877,0.41187,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AddictionRecoveryExhibit.tsx,AddictionRecoveryExhibit.tsx,.tsx,46506,0.044352,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,adhd_power_up_routes.py,adhd_power_up_routes.py,.py,1242,0.001184,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,route (2).ts,route (2).ts,.ts,2431,0.002318,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume Rockstar Full-Stack Development and Deployment Pipeline.json,Resume Rockstar Full-Stack Development and Deployment Pipeline.json,.json,39238,0.03742,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,billy-api.txt,billy-api.txt,.txt,2171,0.00207,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Dockerfile.bootstrap,Dockerfile.bootstrap,.bootstrap,876,0.000835,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltViewMetricsDashboard.tsx,GestaltViewMetricsDashboard.tsx,.tsx,7904,0.007538,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,test_services.py,test_services.py,.py,1348,0.001286,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,GestaltView_Dynamic_Constitutional_Kit_January_11th_2026.pdf,GestaltView_Dynamic_Constitutional_Kit_January_11th_2026.pdf,.pdf,1849040,1.763382,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,test_integration.py,test_integration.py,.py,315,0.0003,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,auth.py,auth.py,.py,4027,0.00384,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,plk_engine.py,plk_engine.py,.py,17548,0.016735,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,AudioPlayer.tsx,AudioPlayer.tsx,.tsx,3627,0.003459,2026-03-08T13:22:20+00:00
Keith_Soyka_Code_&_Context,Resume_Rockstar_Concierge_Repo.txt,Resume_Rockstar_Concierge_Repo.txt,.txt,227430,0.216894,2026-03-08T13:22:20+00:00
May_August_GestaltView_Create,Screenshots #4.pdf,Screenshots #4.pdf,.pdf,9346783,8.913787,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,The Bridgekeeper’s Manifesto- Remembering Wholeness in a Fractured Age-©️ Keith Soyka 2025.pdf.ots,The Bridgekeeper’s Manifesto- Remembering Wholeness in a Fractured Age-©️ Keith Soyka 2025.pdf.ots,.ots,479,0.000457,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView_Brain_Logic_9_15_25 (1).txt,GestaltView_Brain_Logic_9_15_25 (1).txt,.txt,65286,0.062262,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,The_GestaltView_Phenomenon_An_Analysis_of_Emergent_Destiny_and_the_Architecture_of_a_New_Reality_7_17_25.pdf,The_GestaltView_Phenomenon_An_Analysis_of_Emergent_Destiny_and_the_Architecture_of_a_New_Reality_7_17_25.pdf,.pdf,655789,0.625409,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,Inside The Mind Of Keith Soyka 7_6_25.pdf,Inside The Mind Of Keith Soyka 7_6_25.pdf,.pdf,212428,0.202587,2025-12-24T13:02:00+00:00
May_August_GestaltView_Create,GestaltView_9_18_25.md.txt,GestaltView_9_18_25.md.txt,.txt,39630,0.037794,2025-12-24T13:02:00+00:00
